STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,nrg_bal,Energy balance,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,RS,Serbia,2017,,27.448,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,RS,Serbia,2018,,28.658,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,RS,Serbia,2019,,30.107,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,RS,Serbia,2020,,30.701,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,RS,Serbia,2021,,29.897,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,RS,Serbia,2022,,30.142,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,RS,Serbia,2023,,31.748,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,SE,Sweden,2004,,51.196,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,SE,Sweden,2005,,50.899,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,SE,Sweden,2006,,51.783,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,SE,Sweden,2007,,53.21,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,SE,Sweden,2008,,53.687,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,SE,Sweden,2009,,58.252,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,SE,Sweden,2010,,55.767,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,SE,Sweden,2011,,59.624,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,SE,Sweden,2012,,59.779,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,SE,Sweden,2013,,61.737,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,SE,Sweden,2014,,63.214,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,SE,Sweden,2015,,65.733,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,SE,Sweden,2016,,64.869,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,SE,Sweden,2017,,65.909,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,SE,Sweden,2018,,66.228,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,SE,Sweden,2019,,71.234,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,SE,Sweden,2020,,74.495,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,SE,Sweden,2021,,75.760,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,SE,Sweden,2022,,83.372,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,SE,Sweden,2023,,87.547,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,SI,Slovenia,2004,,29.271,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,SI,Slovenia,2005,,28.654,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,SI,Slovenia,2006,,28.231,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,SI,Slovenia,2007,,27.697,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,SI,Slovenia,2008,,29.962,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,SI,Slovenia,2009,,33.756,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,SI,Slovenia,2010,,32.2,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,SI,Slovenia,2011,,31.045,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,SI,Slovenia,2012,,31.637,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,SI,Slovenia,2013,,33.081,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,SI,Slovenia,2014,,33.935,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,SI,Slovenia,2015,,32.722,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,SI,Slovenia,2016,,32.056,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,SI,Slovenia,2017,,32.425,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,SI,Slovenia,2018,,32.307,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,SI,Slovenia,2019,,32.632,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,SI,Slovenia,2020,,35.095,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,SI,Slovenia,2021,,34.976,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,SI,Slovenia,2022,,37.005,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,SI,Slovenia,2023,,41.887,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,SK,Slovakia,2004,,15.403,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,SK,Slovakia,2005,,15.735,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,SK,Slovakia,2006,,16.566,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,SK,Slovakia,2007,,16.467,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,SK,Slovakia,2008,,17.013,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,SK,Slovakia,2009,,17.765,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,SK,Slovakia,2010,,17.774,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,SK,Slovakia,2011,,19.305,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,SK,Slovakia,2012,,20.054,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,SK,Slovakia,2013,,20.8,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,SK,Slovakia,2014,,22.87,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,SK,Slovakia,2015,,22.656,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,SK,Slovakia,2016,,22.513,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,SK,Slovakia,2017,,21.343,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,SK,Slovakia,2018,,21.499,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,SK,Slovakia,2019,,22.103,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,SK,Slovakia,2020,,23.066,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,SK,Slovakia,2021,,22.402,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,SK,Slovakia,2022,,22.901,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,SK,Slovakia,2023,,24.201,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,XK,Kosovo*,2004,,0.472,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,XK,Kosovo*,2005,,0.611,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,XK,Kosovo*,2006,,0.907,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,XK,Kosovo*,2007,,0.971,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,XK,Kosovo*,2008,,0.971,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,XK,Kosovo*,2009,,1.136,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,XK,Kosovo*,2010,,1.361,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,XK,Kosovo*,2011,,1.368,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,XK,Kosovo*,2012,,1.496,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,XK,Kosovo*,2013,,1.628,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,XK,Kosovo*,2014,,1.867,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,XK,Kosovo*,2015,,1.842,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,XK,Kosovo*,2016,,3.973,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,XK,Kosovo*,2017,,3.622,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,XK,Kosovo*,2018,,4.234,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,XK,Kosovo*,2019,,5.155,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,XK,Kosovo*,2020,,5.259,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,XK,Kosovo*,2021,,5.141,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_ELC,Renewable energy sources in electricity,PC,Percentage,XK,Kosovo*,2022,,6.685,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_HEAT_CL,Renewable energy sources in heating and cooling,PC,Percentage,AL,Albania,2004,,33.138,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_HEAT_CL,Renewable energy sources in heating and cooling,PC,Percentage,AL,Albania,2005,,37.757,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_HEAT_CL,Renewable energy sources in heating and cooling,PC,Percentage,AL,Albania,2006,,30.964,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_HEAT_CL,Renewable energy sources in heating and cooling,PC,Percentage,AL,Albania,2007,,33.15,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_HEAT_CL,Renewable energy sources in heating and cooling,PC,Percentage,AL,Albania,2008,,37.056,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_HEAT_CL,Renewable energy sources in heating and cooling,PC,Percentage,AL,Albania,2009,,34.73,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_HEAT_CL,Renewable energy sources in heating and cooling,PC,Percentage,AL,Albania,2010,,31.257,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_HEAT_CL,Renewable energy sources in heating and cooling,PC,Percentage,AL,Albania,2011,,31.427,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_HEAT_CL,Renewable energy sources in heating and cooling,PC,Percentage,AL,Albania,2012,,39.1,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_HEAT_CL,Renewable energy sources in heating and cooling,PC,Percentage,AL,Albania,2013,,37.766,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_HEAT_CL,Renewable energy sources in heating and cooling,PC,Percentage,AL,Albania,2014,,30.977,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_HEAT_CL,Renewable energy sources in heating and cooling,PC,Percentage,AL,Albania,2015,,34.609,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_HEAT_CL,Renewable energy sources in heating and cooling,PC,Percentage,AL,Albania,2016,,32.495,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_HEAT_CL,Renewable energy sources in heating and cooling,PC,Percentage,AL,Albania,2017,,23.969,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_HEAT_CL,Renewable energy sources in heating and cooling,PC,Percentage,AL,Albania,2018,,21.993,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_HEAT_CL,Renewable energy sources in heating and cooling,PC,Percentage,AL,Albania,2019,,24.754,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_HEAT_CL,Renewable energy sources in heating and cooling,PC,Percentage,AL,Albania,2020,,25.125,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_HEAT_CL,Renewable energy sources in heating and cooling,PC,Percentage,AL,Albania,2021,,21.200,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_HEAT_CL,Renewable energy sources in heating and cooling,PC,Percentage,AL,Albania,2022,,22.087,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_HEAT_CL,Renewable energy sources in heating and cooling,PC,Percentage,AL,Albania,2023,,22.917,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_HEAT_CL,Renewable energy sources in heating and cooling,PC,Percentage,AT,Austria,2004,,20.165,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_HEAT_CL,Renewable energy sources in heating and cooling,PC,Percentage,AT,Austria,2005,,22.817,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_HEAT_CL,Renewable energy sources in heating and cooling,PC,Percentage,AT,Austria,2006,,24.491,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_HEAT_CL,Renewable energy sources in heating and cooling,PC,Percentage,AT,Austria,2007,,27.142,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_HEAT_CL,Renewable energy sources in heating and cooling,PC,Percentage,AT,Austria,2008,,27.195,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_HEAT_CL,Renewable energy sources in heating and cooling,PC,Percentage,AT,Austria,2009,,29.626,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_HEAT_CL,Renewable energy sources in heating and cooling,PC,Percentage,AT,Austria,2010,,30.959,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_HEAT_CL,Renewable energy sources in heating and cooling,PC,Percentage,AT,Austria,2011,,31.517,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_HEAT_CL,Renewable energy sources in heating and cooling,PC,Percentage,AT,Austria,2012,,33.077,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_HEAT_CL,Renewable energy sources in heating and cooling,PC,Percentage,AT,Austria,2013,,33.222,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_HEAT_CL,Renewable energy sources in heating and cooling,PC,Percentage,AT,Austria,2014,,33.375,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_HEAT_CL,Renewable energy sources in heating and cooling,PC,Percentage,AT,Austria,2015,,33.231,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_HEAT_CL,Renewable energy sources in heating and cooling,PC,Percentage,AT,Austria,2016,,33.48,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_HEAT_CL,Renewable energy sources in heating and cooling,PC,Percentage,AT,Austria,2017,,33.67,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_HEAT_CL,Renewable energy sources in heating and cooling,PC,Percentage,AT,Austria,2018,,34.178,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_HEAT_CL,Renewable energy sources in heating and cooling,PC,Percentage,AT,Austria,2019,,33.929,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_HEAT_CL,Renewable energy sources in heating and cooling,PC,Percentage,AT,Austria,2020,,34.995,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_HEAT_CL,Renewable energy sources in heating and cooling,PC,Percentage,AT,Austria,2021,,33.432,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_HEAT_CL,Renewable energy sources in heating and cooling,PC,Percentage,AT,Austria,2022,,31.293,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_HEAT_CL,Renewable energy sources in heating and cooling,PC,Percentage,AT,Austria,2023,,39.387,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_HEAT_CL,Renewable energy sources in heating and cooling,PC,Percentage,BA,Bosnia and Herzegovina,2014,,28.626,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_HEAT_CL,Renewable energy sources in heating and cooling,PC,Percentage,BA,Bosnia and Herzegovina,2015,,32.768,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_HEAT_CL,Renewable energy sources in heating and cooling,PC,Percentage,BA,Bosnia and Herzegovina,2016,,32.329,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_HEAT_CL,Renewable energy sources in heating and cooling,PC,Percentage,BA,Bosnia and Herzegovina,2017,,28.739,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_HEAT_CL,Renewable energy sources in heating and cooling,PC,Percentage,BA,Bosnia and Herzegovina,2018,,52.685,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_HEAT_CL,Renewable energy sources in heating and cooling,PC,Percentage,BA,Bosnia and Herzegovina,2019,,55.873,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_HEAT_CL,Renewable energy sources in heating and cooling,PC,Percentage,BA,Bosnia and Herzegovina,2020,,56.623,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_HEAT_CL,Renewable energy sources in heating and cooling,PC,Percentage,BA,Bosnia and Herzegovina,2021,,53.308,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN_HEAT_CL,Renewable energy sources in heating and cooling,PC,Percentage,BE,Belgium,2004,,2.927,,,,,
